keyword,intencion,cobertura,tipo,url,titulo,id,score
jaula canarios madera,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaula captura palomas,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaula codorniz casera,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaula cria codornices,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaula cria de conejos,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaula de hierro weber,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaula de huron precio,comercial,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaula de inseparables,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaula de segunda mano,comercial,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaula gallinas copele,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaula mediana pajaros,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaula metalica grande,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaula pajarera grande,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaula pajaros mediana,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaula pajaros redonda,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaula para cocotillas,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaula para cotorritos,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaula para cuy grande,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaula para loro usada,comercial,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaula para papilleros,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaula para reina mora,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaula para serpientes,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaula pequeña canario,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaula perdices copele,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaula trampa jilguero,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaula transporte aves,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaula voladera grande,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaulas copele precios,comercial,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaulas para agapòrnis,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaulas para colibríes,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaulas para gorriones,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaulas para guacamaya,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaulas para papagayos,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaulas para periquito,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaulas para reciclaje,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaulas trampa palomas,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaulones para pajaros,mixto,SI/Parcial,post,https://avesnativaschilenas.cl/jaulas/voladeras/,Voladeras para Aves: Como Elegir la Mejor para tus Pajaros,15277,2
jaulones para palomas,mixto,SI/Parcial,post,https://avesnativaschilenas.cl/jaulas/portatiles/descubre-la-jaula-plegable-perfecta-para-tus-mascotas-ideal-para-viajar-con-palomas-y-conejos/,Descubre la jaula plegable perfecta para tus mascotas: ¡ideal para viajar con palomas y conejos!,8605,2
juguetes para pajaros,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
la cola del pavo real,mixto,SI,post,https://avesnativaschilenas.cl/blog/de-que-esta-cubierta-la-piel-del-pavo-real/,de qué está cubierta la piel del pavo real,9402,4
las aves mas hermosas,mixto,SI,post,https://avesnativaschilenas.cl/libros/descubre-las-100-aves-mas-sorprendentes-de-chile-tu-guia-definitiva/,Descubre las 100 aves más sorprendentes de Chile: ¡tu guía definitiva!,7120,3
las gaviotas coquimbo,mixto,SI/Parcial,post,https://avesnativaschilenas.cl/gaviotas/la-vida-secreta-de-las-aves-marinas/,La Vida Secreta de las Aves Marinas: Descubre sus Hábitos y Misterios,11042,2
las gaviotas mar azul,mixto,SI,post,https://avesnativaschilenas.cl/gaviotas/historia-cultural-de-las-gaviotas-simbolos-de-libertad-y-mar/,Historia Cultural de las Gaviotas: Símbolos de Libertad y Mar,9747,3
las palomas comen pan,mixto,SI/Parcial,post,https://avesnativaschilenas.cl/cuidados/enfermedades-de-las-palomas-y-limpieza-de-heces/,"Las palomas transmiten enfermedades? Mitos, riesgos reales y limpieza segura",15090,2
lechuza blanca grande,mixto,SI/Parcial,post,https://avesnativaschilenas.cl/rapaces/lechuza/significado-de-ver-una-lechuza-blanca-en-la-noche/,significado de ver una lechuza blanca en la noche,9451,2
lechuza grande blanca,mixto,SI/Parcial,post,https://avesnativaschilenas.cl/rapaces/lechuza/significado-de-ver-una-lechuza-blanca-en-la-noche/,significado de ver una lechuza blanca en la noche,9451,2
loro amazona farinosa,navegacional,SI,post,https://avesnativaschilenas.cl/jaulas/para-loros/descubre-el-secreto-para-mantener-la-jaula-de-tu-loro-siempre-limpia-y-fresca/,¡Descubre el secreto para mantener la jaula de tu loro siempre limpia y fresca!,8533,100
loro amazonas oratrix,navegacional,SI,post,https://avesnativaschilenas.cl/jaulas/para-loros/descubre-el-secreto-para-mantener-la-jaula-de-tu-loro-siempre-limpia-y-fresca/,¡Descubre el secreto para mantener la jaula de tu loro siempre limpia y fresca!,8533,100
loro argentino precio,comercial,SI,post,https://avesnativaschilenas.cl/jaulas/para-loros/descubre-el-secreto-para-mantener-la-jaula-de-tu-loro-siempre-limpia-y-fresca/,¡Descubre el secreto para mantener la jaula de tu loro siempre limpia y fresca!,8533,100
loro australiano azul,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/para-loros/descubre-el-secreto-para-mantener-la-jaula-de-tu-loro-siempre-limpia-y-fresca/,¡Descubre el secreto para mantener la jaula de tu loro siempre limpia y fresca!,8533,100
loro brasileño precio,comercial,SI,post,https://avesnativaschilenas.cl/jaulas/para-loros/descubre-el-secreto-para-mantener-la-jaula-de-tu-loro-siempre-limpia-y-fresca/,¡Descubre el secreto para mantener la jaula de tu loro siempre limpia y fresca!,8533,100
loro cabeza azul bebe,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/para-loros/descubre-el-secreto-para-mantener-la-jaula-de-tu-loro-siempre-limpia-y-fresca/,¡Descubre el secreto para mantener la jaula de tu loro siempre limpia y fresca!,8533,100
loro cabeza de halcón,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/para-loros/descubre-el-secreto-para-mantener-la-jaula-de-tu-loro-siempre-limpia-y-fresca/,¡Descubre el secreto para mantener la jaula de tu loro siempre limpia y fresca!,8533,100
loro cabeza roja bebe,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/para-loros/descubre-el-secreto-para-mantener-la-jaula-de-tu-loro-siempre-limpia-y-fresca/,¡Descubre el secreto para mantener la jaula de tu loro siempre limpia y fresca!,8533,100
loro domestico precio,comercial,SI,post,https://avesnativaschilenas.cl/jaulas/para-loros/descubre-el-secreto-para-mantener-la-jaula-de-tu-loro-siempre-limpia-y-fresca/,¡Descubre el secreto para mantener la jaula de tu loro siempre limpia y fresca!,8533,100
loro gris yaco precio,comercial,SI,post,https://avesnativaschilenas.cl/jaulas/para-loros/descubre-el-secreto-para-mantener-la-jaula-de-tu-loro-siempre-limpia-y-fresca/,¡Descubre el secreto para mantener la jaula de tu loro siempre limpia y fresca!,8533,100
loro guacamayo precio,comercial,SI,post,https://avesnativaschilenas.cl/jaulas/para-loros/descubre-el-secreto-para-mantener-la-jaula-de-tu-loro-siempre-limpia-y-fresca/,¡Descubre el secreto para mantener la jaula de tu loro siempre limpia y fresca!,8533,100
loro palencano precio,comercial,SI,post,https://avesnativaschilenas.cl/jaulas/para-loros/descubre-el-secreto-para-mantener-la-jaula-de-tu-loro-siempre-limpia-y-fresca/,¡Descubre el secreto para mantener la jaula de tu loro siempre limpia y fresca!,8533,100
loro tehuano hablando,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/para-loros/descubre-el-secreto-para-mantener-la-jaula-de-tu-loro-siempre-limpia-y-fresca/,¡Descubre el secreto para mantener la jaula de tu loro siempre limpia y fresca!,8533,100
loros de cabeza negra,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/para-loros/descubre-el-secreto-para-mantener-la-jaula-de-tu-loro-siempre-limpia-y-fresca/,¡Descubre el secreto para mantener la jaula de tu loro siempre limpia y fresca!,8533,100
los colores del tucán,mixto,SI/Parcial,post,https://avesnativaschilenas.cl/zanate/mitos-leyendas-zanate/,Significado del pajaro Zanate: Mitos y leyendas relacionados con los pichones y polluelos,9060,2
los loros toman leche,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/para-loros/descubre-el-secreto-para-mantener-la-jaula-de-tu-loro-siempre-limpia-y-fresca/,¡Descubre el secreto para mantener la jaula de tu loro siempre limpia y fresca!,8533,100
los nidos de las aves,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/nidos-para-aves/,"Nidos para Aves: Tipos, Materiales y Como Elegir el Mejor",15288,100
malla para codornices,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/para-gallinas-ponedoras/,Jaulas para Gallinas Ponedoras: Guia de Compra 2026,15281,100
malvasía cabeciblanca,mixto,NO,,,,,0
mandolina y bandurria,mixto,SI/Parcial,post,https://avesnativaschilenas.cl/terrestres/bandurria/bandurria-significado-espiritual-caracteristicas-y-habitat/,"Bandurria: Significado Espiritual, Caracteristicas y Habitat",11820,2
martin pescador verde,mixto,SI/Parcial,page,https://avesnativaschilenas.cl/martin-pescador/,"Martín pescador Chileno: hábitat, alimentación y curiosidades de un tesoro acuatico",9858,2
martín pescador canto,mixto,SI/Parcial,page,https://avesnativaschilenas.cl/martin-pescador/,"Martín pescador Chileno: hábitat, alimentación y curiosidades de un tesoro acuatico",9858,2
martín pescador común,mixto,SI/Parcial,page,https://avesnativaschilenas.cl/martin-pescador/,"Martín pescador Chileno: hábitat, alimentación y curiosidades de un tesoro acuatico",9858,2
martín pescador macho,mixto,SI/Parcial,page,https://avesnativaschilenas.cl/martin-pescador/,"Martín pescador Chileno: hábitat, alimentación y curiosidades de un tesoro acuatico",9858,2
medidas condor andino,mixto,SI/Parcial,post,https://avesnativaschilenas.cl/rapaces/condor-andino-caracteristicas-habitat-y-donde-verlo-en-chile/,"Condor Andino: Caracteristicas, Habitat y Donde Verlo en Chile",11832,2
mi loro vomita sangre,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/para-loros/descubre-el-secreto-para-mantener-la-jaula-de-tu-loro-siempre-limpia-y-fresca/,¡Descubre el secreto para mantener la jaula de tu loro siempre limpia y fresca!,8533,100
migración de las aves,mixto,SI,post,https://avesnativaschilenas.cl/blog/importancia-de-las-aves-en-chile/,Importancia de las aves en Chile: su rol en los ecosistemas y la conservacion nacional,15082,3
montana madeira jaula,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
morrillero alicantino,mixto,NO,,,,,0
neophemas esplendidas,mixto,NO,,,,,0
nido de paloma torcaz,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/nidos-para-aves/,"Nidos para Aves: Tipos, Materiales y Como Elegir el Mejor",15288,100
nidos para cocotillas,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/nidos-para-aves/,"Nidos para Aves: Tipos, Materiales y Como Elegir el Mejor",15288,100
nidos para periquitos,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/para-periquitos/,Jaulas para Periquitos: Guia de Compra Completa 2026,15284,100
nidos para rabadillas,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/nidos-para-aves/,"Nidos para Aves: Tipos, Materiales y Como Elegir el Mejor",15288,100
ninfas blancas precio,comercial,SI,post,https://avesnativaschilenas.cl/jaulas/para-ninfas/,Jaulas para Ninfas (Cockatiel): Guia de Compra y Medidas Ideales,15285,100
ninfas pajaros precio,comercial,SI,post,https://avesnativaschilenas.cl/jaulas/para-ninfas/,Jaulas para Ninfas (Cockatiel): Guia de Compra y Medidas Ideales,15285,100
observatorios de aves,mixto,SI/Parcial,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,2
orquídea garza blanca,mixto,NO,,,,,1
paginas de naturaleza,mixto,SI/Parcial,post,https://avesnativaschilenas.cl/migratorias/golondrina/que-significa-cuando-hay-una-bandada-de-pajaros/,Qué Significa Cuando Hay Una Bandada de Pájaros: Descubre el Misterioso Mensaje de la Naturaleza,10003,2
pajarera hecha a mano,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/pajareras/,Pajareras para Jardin: Guia de Compra y Decoracion,15278,100
pajareras decorativas,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/pajareras/,Pajareras para Jardin: Guia de Compra y Decoracion,15278,100
pajarito en una jaula,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
pajaro cabecita negra,mixto,NO,,,,,1
pajaro diamante gould,mixto,NO,,,,,1
pajaro guacamayo azul,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/para-loros/descubre-el-secreto-para-mantener-la-jaula-de-tu-loro-siempre-limpia-y-fresca/,¡Descubre el secreto para mantener la jaula de tu loro siempre limpia y fresca!,8533,100
pajaro pecho colorado,mixto,SI/Parcial,post,https://avesnativaschilenas.cl/blog/pajaro-pecho-rojo-chile/,pajaro pecho rojo chile,6801,2
pajaro tipico chileno,mixto,NO,,,,,1
pajaros de color azul,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/modelos/descubre-la-jaula-para-pajaros-azul-que-transformara-el-hogar-de-tu-mascota/,¡Descubre la Jaula para Pájaros Azul que Transformará el Hogar de tu Mascota!,7595,3
pajaros de color rojo,mixto,SI/Parcial,post,https://avesnativaschilenas.cl/rapaces/lechuza/pajaros-blancos-que-vuelan-de-noche/,5 Fascinantes Pájaros Blancos que Vuelan de Noche,11061,2
pajaros de pico largo,mixto,SI,post,https://avesnativaschilenas.cl/terrestres/mirlo/pajaro-negro-de-pico-largo/,¿Quién es el pájaro negro de pico largo? Descúbrelo aquí,11056,3
pajaros en las palmas,mixto,SI,post,https://avesnativaschilenas.cl/nidos/descubre-las-encantadoras-casas-colgantes-para-pajaros-que-transformaran-tu-jardin-en-un-paraiso/,Descubre las encantadoras casas colgantes para pájaros que transformarán tu jardín en un paraíso,7966,3
pajaros rojos nombres,mixto,SI/Parcial,post,https://avesnativaschilenas.cl/jilguero/nombres-para-pajaros-amarillos/,50 Nombres Creativos para tus Pájaros Amarillos,11055,2
